,elevation_13,slope_13,aspect_13,placurv_13,procurv_13,precipitation_mm_last_7_days,soil_tax,soil_rec_symbol,soil_rec_mat_origin,soil_rec_sew_class,soil_rec_tex_sup,soil_rec_c_tex_sup,soil_rec_tex_sub,soil_rec_c__tex_sub,soil_rec_risk_eros,soil_use,rock_type,rock_period,DecistionTree_prediction_prob,RandomForest_prediction_prob,AdaBoost_prediction_prob,XGBoost_prediction_prob,LogisticRegression_prediction_prob,SupportVectorMachine_prediction_prob,DecistionTree_class3,RandomForest_class3,AdaBoost_class3,XGBoost_class3,LogisticRegression_class3,SupportVectorMachine_class3,DecistionTree_class5,RandomForest_class5,AdaBoost_class5,XGBoost_class5,LogisticRegression_class5,SupportVectorMachine_class5,landslide,train
6300,1198.0,8.588925,294.44397,7.5,27.5,166.02307427302003,3,0,62,8,44,6,64,9,13,6,1,36,0.8617245005257623,0.99,0.5086873830626157,0.9954886,0.9816165097799329,0.9617034815554734,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
3429,914.0,19.290047,180.0,-0.0,70.0,0.0799444541335105,2,85,11,1,32,3,56,4,2,7,1,36,0.12217194570135746,0.02,0.49421873256368337,0.01858729,0.4287235967080759,0.19629282996743863,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,Medium,Very Low,0,1
5512,955.0,34.299393,13.781597,-33.960674,126.03933,21.702388491481543,5,19,10,1,15,3,61,4,10,6,2,26,0.6535269709543569,0.12333333333333334,0.4990460911392313,0.06675402,0.21135518320398436,0.19690365785716807,Medium,Low,Medium,Low,Low,Low,High,Very Low,Medium,Very Low,Low,Very Low,0,1
5354,282.0,7.333393,330.9454,-10.0,20.0,0.0,7,79,49,7,1,5,2,7,4,4,2,64,0.02556818181818182,0.0,0.48273802622453355,0.00064949115,0.019166415512217854,0.05369560758048305,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
2914,160.0,8.530766,0.0,-0.0,30.0,28.289599111303687,1,112,49,1,1,5,2,7,4,3,2,68,0.02556818181818182,0.01,0.4903753802831559,0.0017939268,0.031119902018473727,0.04956333641830688,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3551,47.0,0.0,270.0,0.0,0.0,46.54919292405248,7,72,47,5,1,5,2,7,4,2,2,9,0.20710059171597633,0.0,0.4932811893543048,0.003588259,0.0439647511312934,0.034229277562853634,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
2318,976.0,41.987213,90.0,-0.0,180.0,6.092050939798355,3,26,22,2,35,4,35,5,2,7,1,54,0.4534005037783375,0.053000000000000005,0.4956581883146837,0.024029404,0.316402308310536,0.17588124490174703,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Very Low,0,1
6689,1491.0,5.710593,270.0,-0.0,-20.0,93.12486892938614,3,0,62,8,44,6,64,9,13,7,1,36,0.8617245005257623,1.0,0.5104897304080811,0.99783784,0.9621359514425997,0.9647884049842835,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
416,1808.0,18.56595,315.0,0.0,0.0,80.57368772942573,2,38,11,2,8,2,16,0,2,8,1,55,0.8617245005257623,0.3833394812019101,0.5032394406329102,0.40440175,0.6428075711458565,0.8611082245350926,High,Medium,Medium,Medium,Medium,High,Very High,Low,Medium,Medium,High,Very High,0,1
96,1852.0,5.710593,180.0,-0.0,20.0,0.3846974084153771,2,13,15,1,37,3,25,5,2,7,1,29,0.12217194570135746,0.06,0.49678437312585394,0.036557358,0.7223510452513289,0.6040025751270676,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,High,High,0,1
9180,1981.0,21.80141,270.0,-0.0,-80.0,49.25455407053232,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.9406551814158174,0.5027748128428937,0.9640027,0.6381552718668099,0.8802532462447337,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
7784,1597.0,0.0,270.0,0.0,0.0,71.09692807868123,4,66,11,8,44,6,64,9,8,6,1,36,0.8617245005257623,1.0,0.5087797020139259,0.9916333,0.9472105232429583,0.9430719261213333,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
6070,240.0,8.530766,180.0,-0.0,-30.0,54.73835391085595,3,118,62,8,44,6,64,9,13,3,2,13,0.20710059171597633,0.8765151515151516,0.49992365790929433,0.8475207,0.32837876801034355,0.28741484577795884,Low,High,Medium,High,Low,Low,Low,Very High,Medium,Very High,Low,Low,1,1
3050,182.0,6.37937,153.43495,20.0,-20.0,141.7572867507115,7,86,49,3,1,5,3,7,3,4,2,9,0.20710059171597633,0.0,0.4926204280695801,0.005896148,0.23948982407147928,0.06702621658432827,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Low,Very Low,0,1
4770,77.0,5.710593,0.0,-0.0,-20.0,0.0508749075233936,7,72,47,5,1,5,2,7,4,2,2,9,0.02556818181818182,0.0,0.48503222144282293,0.00081967196,0.01412888550023492,0.034338494899807254,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
741,2348.0,12.176779,169.99202,-5.882353,-35.882355,0.1029630657285451,4,83,22,1,37,3,58,4,2,7,1,63,0.12217194570135746,0.02,0.49565314829699086,0.0178829,0.6994907583109397,0.3366527763873932,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,High,Low,0,1
8487,1181.0,0.0,270.0,0.0,0.0,51.704675015993416,4,48,12,1,13,4,34,5,2,3,1,29,0.6535269709543569,0.96,0.5042013979878547,0.9483761,0.531469738412461,0.7856838519498157,Medium,High,Medium,High,Medium,High,High,Very High,Medium,Very High,Medium,High,1,1
8251,1515.0,26.579369,192.99461,-16.346153,-96.34615,42.64272889867425,4,0,62,8,44,6,64,9,13,7,1,7,0.8617245005257623,0.97,0.5078339427062832,0.9622326,0.8971516238447477,0.8989134736428186,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
861,2417.0,12.137064,144.46233,38.4,-31.6,28.21356056537479,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.23820814479638008,0.5017838592758255,0.22052336,0.6550551220283094,0.8298754530316682,High,Low,Medium,Low,Medium,High,Very High,Low,Medium,Low,High,Very High,0,1
4050,931.0,8.293805,149.03624,-27.692308,22.307693,99.30733724404126,4,92,8,1,1,5,2,7,2,6,2,8,0.6535269709543569,0.18,0.5016465678091832,0.18405281,0.5117131491592858,0.5,Medium,Low,Medium,Low,Medium,Medium,High,Very Low,Medium,Very Low,Medium,Medium,0,1
9421,2255.0,5.710593,90.0,-0.0,-20.0,0.0,1,111,12,1,22,4,2,7,2,7,1,72,0.12217194570135746,0.74,0.4958173717741677,0.5116788,0.6049215175969147,0.5775698153434262,Low,High,Medium,Medium,Medium,Medium,Very Low,High,Medium,Medium,High,Medium,1,1
309,2147.0,0.0,270.0,0.0,0.0,0.0188582614064216,4,41,22,1,37,3,30,5,9,7,1,63,0.12217194570135746,0.0011111111111111111,0.4978641913276034,0.043849416,0.677539541491733,0.46927807800545457,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,High,Medium,0,1
7595,1467.0,5.438008,203.1986,-14.0,16.0,18.2081372961402,1,65,11,1,24,4,6,5,5,3,1,36,0.8617245005257623,0.97,0.5034295211138717,0.9784032,0.39514841578130366,0.7786404067568302,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Low,High,1,1
4418,543.0,17.156881,238.24052,33.088234,-46.911766,0.0,2,139,11,2,28,3,51,4,2,6,1,9,0.17533718689788053,0.01,0.49395564885443316,0.019924007,0.27459996854751173,0.13657940485236716,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
1189,378.0,0.0,270.0,0.0,0.0,2.322208220139146,7,80,49,7,1,5,2,7,4,6,2,53,0.02556818181818182,0.01,0.4898138755161996,0.0053093033,0.036122724458958165,0.05942009975269035,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
398,3295.0,21.80141,90.0,-0.0,80.0,0.2835473902523517,2,151,14,1,43,4,63,5,2,3,1,55,0.12217194570135746,0.04,0.48089535934966915,0.04262901,0.807077719224062,0.6116481403282449,Low,Low,Medium,Low,High,Medium,Very Low,Very Low,Medium,Very Low,Very High,High,0,1
262,1624.0,47.11246,285.4885,-91.01314,198.98686,0.4853992462158203,5,19,10,1,15,3,61,4,10,7,2,53,0.12217194570135746,0.08,0.4952774052968909,0.048286438,0.30218660510864237,0.21833179694761715,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0,1
5266,255.0,5.710593,270.0,-0.0,20.0,29.72924913559109,7,79,49,7,1,5,2,7,4,4,2,64,0.02556818181818182,0.0,0.4891783664326949,0.0016753337,0.029104910416150195,0.05216801364255511,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
811,1966.0,37.202545,342.75854,-63.0,137.0,13.510438090190291,2,48,12,1,13,4,34,5,2,7,1,35,0.8617245005257623,0.2799,0.5013896379243763,0.1950438,0.7109686606049288,0.5775815412647451,High,Low,Medium,Low,High,Medium,Very High,Low,Medium,Very Low,High,Medium,0,1
256,1826.0,0.0,270.0,0.0,0.0,0.0344183966517448,3,39,12,2,40,3,8,5,10,7,1,72,0.12217194570135746,0.06,0.4993423822100881,0.068841845,0.5305182728771248,0.3642019722391669,Low,Low,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Very Low,Medium,Low,0,1
2037,94.0,7.333393,240.94539,10.0,-20.0,41.392249061726034,1,35,49,7,1,5,2,7,4,3,2,67,0.20710059171597633,0.02,0.4919943949799106,0.0033125582,0.05404880499906694,0.06272710754376085,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8784,313.0,11.309933,270.0,-0.0,40.0,310.4027515938505,1,24,8,1,1,5,2,7,2,7,2,21,0.20710059171597633,0.75,0.5013819085128377,0.7662832,0.978109146564321,0.3884295416384244,Low,High,Medium,High,High,Medium,Low,High,Medium,High,Very High,Low,1,1
69,2590.0,5.710593,180.0,-0.0,20.0,2.515936722978949,2,45,11,1,11,3,41,5,8,3,1,55,0.4534005037783375,0.15,0.5003142143408078,0.16589977,0.6477765238603566,0.8121677681109607,Medium,Low,Medium,Low,Medium,High,Medium,Very Low,Medium,Very Low,High,Very High,0,1
7962,1745.0,19.290047,180.0,-0.0,70.0,38.18511607218534,3,107,12,1,28,3,44,5,2,8,1,30,0.8617245005257623,0.9633348769609568,0.5036165754412631,0.9516836,0.7720844661963296,0.8605165611150433,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
5943,2139.0,24.227745,180.0,-0.0,-90.0,32.03185396455228,2,107,12,1,28,3,44,5,2,3,1,35,0.8617245005257623,0.939327731092437,0.5023964044591664,0.9498686,0.6353277649057848,0.7960982159735319,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1,1
1544,1016.0,12.176779,79.99202,-5.882353,-35.882355,0.0,1,53,32,1,24,4,36,5,10,7,1,77,0.12217194570135746,0.05,0.4926353369774156,0.0090288725,0.3193058510449248,0.0918932172818125,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Very Low,0,1
24,1485.0,46.397182,0.0,-0.0,210.0,130.8216826878488,6,8,8,1,23,4,10,7,2,7,2,53,0.8617245005257623,0.23954545454545453,0.5020881538341311,0.16936582,0.6550799672354948,0.5120438754697275,High,Low,Medium,Low,Medium,Medium,Very High,Low,Medium,Very Low,High,Medium,0,1
689,1576.0,26.565052,270.0,-0.0,100.0,63.29211609158665,2,45,11,1,11,3,41,5,8,8,1,27,0.8617245005257623,0.40831026491693856,0.5044631936864239,0.5286997,0.8324745665326885,0.9008096788927733,High,Medium,Medium,Medium,High,High,Very High,Medium,Medium,Medium,Very High,Very High,0,1
3434,822.0,24.227745,90.0,-0.0,90.0,0.9386312048882246,3,127,62,8,44,6,64,9,13,6,2,80,0.17533718689788053,0.13,0.4989198399245427,0.026792653,0.18713192660095687,0.4072644094935729,Low,Low,Medium,Low,Low,Medium,Very Low,Very Low,Medium,Very Low,Very Low,Medium,0,1
4430,244.0,2.8624053,180.0,-0.0,-10.0,0.0,7,77,49,1,1,5,2,7,4,6,2,64,0.02556818181818182,0.0,0.4849764660789183,0.0011521368,0.02825031948301812,0.029785174175461986,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
3266,163.0,0.0,270.0,0.0,0.0,31.324402332305908,5,24,8,1,1,5,2,7,2,6,2,20,0.02556818181818182,0.04,0.49535677197290623,0.026703957,0.15424706709114366,0.07248756130976418,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8354,577.0,11.309933,0.0,-0.0,40.0,37.852412096224725,4,134,24,1,19,4,28,5,2,7,1,80,0.5529661016949152,0.9,0.5028367862458234,0.93026954,0.1858048010778123,0.18251949239801657,Medium,High,Medium,High,Low,Low,Medium,Very High,Medium,Very High,Very Low,Very Low,1,1
2493,639.0,1.0127504,225.0,0.0,0.0,30.626182917505503,1,53,32,1,24,4,36,5,10,7,1,9,0.17533718689788053,0.22,0.4986446686160501,0.11832334,0.5946391062671152,0.4283883038974015,Low,Low,Medium,Low,Medium,Medium,Very Low,Low,Medium,Very Low,Medium,Medium,0,1
2269,6.0,3.0357237,135.0,-12.5,7.5,4.735160849057138,3,117,62,8,44,6,64,9,13,2,2,73,0.02556818181818182,0.02,0.4920651146170461,0.012160561,0.07097829436579,0.11195446079528107,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
260,1914.0,0.0,270.0,0.0,0.0,41.55747231002897,2,49,11,1,38,3,59,4,11,3,1,53,0.8617245005257623,0.34600000000000003,0.5056822078155225,0.6619815,0.7657011571201743,0.8361062236728611,High,Medium,Medium,High,High,High,Very High,Low,Medium,High,High,Very High,0,1
5258,413.0,26.565052,270.0,-0.0,-100.0,1.5328097622841597,3,124,58,1,1,5,2,7,2,7,1,50,0.17533718689788053,0.0,0.4934046492840503,0.026110413,0.0938214237007196,0.04163722712578535,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7476,731.0,14.036243,90.0,-0.0,50.0,117.0194472335279,2,140,11,1,37,3,59,4,10,6,1,15,0.5529661016949152,0.8785714285714286,0.5032939315442494,0.89576805,0.7978907698368832,0.9091021147175204,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,High,Very High,1,1
5091,310.0,5.710593,90.0,-0.0,-20.0,7.963352486491203,4,132,6,1,11,3,0,9,2,6,1,29,0.02556818181818182,0.07,0.4956836371726334,0.026793323,0.16866474197290843,0.2164384188056916,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Low,0,1
2388,8.0,2.8624053,90.0,-0.0,10.0,47.39672278892249,5,17,20,7,23,4,37,5,4,2,2,44,0.20710059171597633,0.02,0.49196401664067396,0.0035659857,0.06670229325394648,0.042238236865888026,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
2329,814.0,33.75296,82.47618,-15.780347,-125.78035,18.63992084376514,1,24,8,1,1,5,2,7,2,7,2,1,0.17533718689788053,0.19,0.49833294938942324,0.0747722,0.2558387172124842,0.2701997091526611,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0,1
4964,892.0,18.756304,276.34018,11.900001,-68.1,29.01233546435833,3,4,54,1,23,4,8,7,2,7,1,72,0.6535269709543569,0.27,0.5007220111437842,0.11604049,0.364281222936806,0.23325525896283736,Medium,Low,Medium,Low,Medium,Low,High,Low,Medium,Very Low,Low,Low,0,1
1338,289.0,0.0,270.0,0.0,0.0,0.0,3,137,8,2,1,5,2,7,8,7,1,62,0.02556818181818182,0.06,0.49362239191134133,0.03449137,0.13388049863348783,0.11780642922936918,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8983,892.0,2.8624053,90.0,-0.0,-10.0,0.9594569988548756,3,148,8,1,16,3,55,5,2,8,1,25,0.4534005037783375,0.69,0.49562973476202626,0.6269808,0.43336863477121057,0.2889488127327332,Medium,High,Medium,Medium,Medium,Low,Medium,High,Medium,High,Medium,Low,1,1
6712,1712.0,27.6861,167.61925,8.231708,-91.768295,84.88245702534914,3,40,8,2,1,5,14,9,2,7,2,25,0.8617245005257623,0.9975581656738227,0.5076418442746623,0.9884185,0.7693437019624046,0.9515558492433505,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
5818,1239.0,11.309933,90.0,-0.0,-40.0,34.10306484438479,3,4,54,1,23,4,8,7,2,6,1,63,0.8617245005257623,0.8488235294117646,0.5052240717808795,0.90755934,0.43321031040046326,0.39264656506500994,High,High,Medium,High,Medium,Medium,Very High,Very High,Medium,Very High,Medium,Low,1,1
5318,64.0,2.8624053,270.0,-0.0,-10.0,20.918109150603414,4,113,21,7,37,3,2,7,4,3,2,28,0.02556818181818182,0.05111111111111111,0.4946260623342443,0.11650984,0.049847764205118904,0.045752203180377884,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
2100,122.0,0.0,270.0,0.0,0.0,10.628277879208326,1,112,49,1,1,5,2,7,4,3,2,68,0.02556818181818182,0.0,0.4907461845647956,0.0038097133,0.03350028268683174,0.03717058524248165,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7678,1307.0,23.290882,115.82099,-50.0,70.0,103.54498776700348,2,38,11,2,8,2,16,0,2,7,1,15,0.8617245005257623,0.9111666666666666,0.5043300492792648,0.9201037,0.6090913308327169,0.8492656674478108,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,Very High,1,1
7364,2516.0,5.710593,90.0,-0.0,-20.0,48.843720626086,3,119,33,1,28,3,54,4,2,7,1,60,0.8617245005257623,0.8926187240574233,0.5044677473208918,0.87047577,0.8334758240294851,0.7992691567440016,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,High,1,1
1487,899.0,8.984877,161.56505,-12.0,28.0,10.164874454028904,3,81,38,1,1,5,2,7,2,4,1,9,0.4534005037783375,0.11222222222222221,0.4969689562883247,0.041266374,0.22693788035427506,0.15721551131803976,Medium,Low,Medium,Low,Low,Low,Medium,Very Low,Medium,Very Low,Low,Very Low,0,1
9301,61.0,6.37937,116.56505,-12.0,18.0,274.8826802447438,6,34,42,1,37,3,2,7,10,4,2,47,0.20710059171597633,0.83,0.49882940327378583,0.8904105,0.7872171178456273,0.31905854628728697,Low,High,Medium,High,High,Low,Low,Very High,Medium,Very High,High,Low,1,1
9439,1535.0,2.8624053,180.0,-0.0,-10.0,49.82107395213097,5,19,10,1,15,3,61,4,10,7,2,53,0.8617245005257623,0.9714218200100553,0.5030871319229003,0.96423507,0.5717657811218222,0.8323164609811907,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,Medium,Very High,1,1
8520,1555.0,0.0,270.0,0.0,0.0,30.95992380566895,2,148,8,1,16,3,55,5,2,8,2,25,0.8617245005257623,0.9688888888888889,0.5025766214868892,0.90646005,0.6391455536420779,0.7175038375131276,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1,1
758,1483.0,0.0,270.0,0.0,0.0,0.0,3,46,8,1,1,5,2,7,8,7,2,53,0.12217194570135746,0.06,0.4974801384809338,0.122568935,0.30185707134979883,0.5111814700963503,Low,Low,Medium,Low,Low,Medium,Very Low,Very Low,Medium,Very Low,Low,Medium,0,1
3357,670.0,43.979958,196.55707,-74.65995,175.34006,28.25369726214558,4,83,22,1,37,3,58,4,2,7,1,63,0.17533718689788053,0.14,0.49601183607136456,0.051812857,0.3125382076561607,0.2258642093166958,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Low,Low,0,1
1171,223.0,2.8624053,0.0,-0.0,-10.0,23.03855879977345,5,24,8,1,1,5,2,7,2,4,2,79,0.02556818181818182,0.0,0.4941719069039053,0.024234753,0.04291318304851003,0.07378850884756133,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1859,46.0,11.309933,0.0,-0.0,40.0,154.47449052520096,5,106,1,2,33,3,13,3,4,2,2,43,0.20710059171597633,0.07,0.49578450908868,0.05571365,0.14448743491329336,0.13586319487201465,Low,Low,Medium,Low,Low,Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8955,1383.0,2.8624053,270.0,-0.0,10.0,65.90704320371151,2,49,11,1,38,3,59,4,11,6,1,3,0.8617245005257623,0.97,0.5057760781209314,0.98735344,0.8872735730494336,0.9498394832310434,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
6672,1448.0,16.699244,270.0,-0.0,60.0,73.43971075490117,3,0,62,8,44,6,64,9,13,6,1,36,0.8617245005257623,1.0,0.5088568224660598,0.995871,0.925319915522518,0.9579909724255408,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
601,2451.0,28.810795,0.0,-0.0,110.0,0.0,2,107,12,1,28,3,44,5,2,7,1,72,0.12217194570135746,0.02,0.49604038282923923,0.03867465,0.622174414936588,0.28363419768723963,Low,Low,Medium,Low,Medium,Low,Very Low,Very Low,Medium,Very Low,High,Low,0,1
1601,228.0,5.710593,180.0,-0.0,20.0,0.3273118734359741,4,118,62,8,44,6,64,9,13,4,2,13,0.02556818181818182,0.02,0.4933063808894154,0.05782258,0.17522126251880285,0.14638267533864213,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
4226,205.0,0.0,270.0,0.0,0.0,0.2505877045914531,7,163,49,1,1,5,2,7,2,6,2,64,0.02556818181818182,0.0,0.48455699585518597,0.005340287,0.02232453955050795,0.04497694391896092,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
7460,2401.0,27.951523,195.01836,18.48,108.48,47.56934778764844,3,119,33,1,28,3,54,4,2,7,1,60,0.8617245005257623,0.9651801899393224,0.5026789483304702,0.914985,0.7795744560581095,0.7832742508163963,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,High,1,1
8965,1021.0,5.710593,270.0,-0.0,20.0,0.0,3,76,15,2,29,3,22,4,2,6,1,77,0.12217194570135746,0.6814583333333333,0.49349033929203223,0.5193503,0.21934296209796475,0.11663742984053439,Low,High,Medium,Medium,Low,Low,Very Low,High,Medium,Medium,Low,Very Low,1,1
6914,776.0,4.5202274,18.434948,16.0,-14.0,90.3158048959449,4,118,62,8,44,6,64,9,13,3,1,9,0.5529661016949152,0.8781818181818182,0.5033945917320228,0.92930526,0.7366421944269307,0.7687382879124764,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,High,High,1,1
927,259.0,0.0,270.0,0.0,0.0,0.093307688832283,3,148,8,1,16,3,55,5,2,7,3,1,0.02556818181818182,0.06,0.49371801924738984,0.025511483,0.09949780795294723,0.11721377370326364,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
8160,784.0,0.0,270.0,0.0,0.0,67.32332988549024,2,140,11,1,37,3,59,4,10,7,1,55,0.5529661016949152,0.96,0.5022386155581404,0.9348976,0.6796023370267487,0.7574103140015455,Medium,High,Medium,High,High,High,Medium,Very High,Medium,Very High,High,High,1,1
9179,1757.0,27.197277,94.18491,8.415842,98.41584,59.2676185015589,5,19,10,1,15,3,61,4,10,7,2,26,0.8617245005257623,0.8841106148712506,0.5031496469944198,0.8900086,0.6288960130025791,0.7609847146662783,High,High,Medium,High,Medium,High,Very High,Very High,Medium,Very High,High,High,1,1
8078,1362.0,3.0357237,315.0,0.0,0.0,49.25024708267301,3,0,62,8,44,6,64,9,13,6,1,36,0.8617245005257623,1.0,0.5091416047917724,0.9966091,0.9040034916076399,0.9377578368960579,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,Very High,Very High,1,1
1692,238.0,6.762861,108.43495,2.0,12.0,2.8881233036518097,5,24,8,1,1,5,2,7,2,8,2,2,0.02556818181818182,0.0,0.4931611731127324,0.0051184716,0.13777043528950222,0.06895915160596977,Low,Low,Medium,Low,Low,Low,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,0,1
1772,38.0,2.8624053,270.0,-0.0,10.0,226.8822980523109,5,154,19,1,11,3,23,4,4,2,2,41,0.20710059171597633,0.0,0.4951987037848523,0.012935873,0.4232119665346759,0.12386706785284857,Low,Low,Medium,Low,Medium,Low,Low,Very Low,Medium,Very Low,Medium,Very Low,0,1
7369,2333.0,10.024988,315.0,-9.230769,-19.23077,59.19907606206834,3,46,8,1,1,5,2,7,8,7,2,23,0.8617245005257623,0.8992307692307692,0.503726636367515,0.8845844,0.7893131981000266,0.9355594139203381,High,High,Medium,High,High,High,Very High,Very High,Medium,Very High,High,Very High,1,1
